annual_revenue,Month_on_Book,Branch_Trans_3_Mos,ATM_Trans_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer_Value,Gender_P1,Household_Age,Auto_Refinance,Credit_Card,Home_Equity_ITA,Click,Open,DV,Dwelling_Type_Business,Dwelling_Type_Condo,Dwelling_Type_MobileHome,Dwelling_Type_MultiFamilyUnit,Dwelling_Type_SingleFamily,Dwelling_Type_Unknown
327,312,2,7,29,0,0,3,0,1,0,1,0,0,0,1,2259.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
921,494,0,13,46,1,2,0,0,1,1,1,1,0,0,0,18332.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
4214,336,3,0,8,0,0,9,0,1,0,0,0,1,0,0,300000.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
420,344,3,17,34,0,0,0,0,1,1,1,1,0,0,0,13366.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
449,420,1,0,213,0,0,0,0,1,0,0,1,0,0,1,18772.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
214,494,0,16,0,0,0,0,0,0,1,0,0,0,0,0,7503.0,1,4.0,0,1,0,0,0,0,0,0,0,0,1,0
275,582,0,0,8,0,0,0,0,0,0,0,0,1,0,0,43388.0,0,7.0,0,0,0,0,1,1,0,0,0,0,1,0
1636,398,15,8,0,0,0,0,0,1,0,0,0,0,1,1,66897.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
194,273,0,0,1,0,0,0,0,1,0,0,1,0,0,0,552.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
986,506,4,0,14,0,4,0,0,1,1,1,1,0,0,0,20932.0,0,7.0,0,1,0,0,0,1,0,0,0,0,1,0
1047,439,3,12,34,0,0,0,0,1,0,0,1,0,1,1,17159.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
1912,579,1,4,0,0,0,0,0,1,0,0,0,0,0,1,90792.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0
1475,350,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72551.0,0,7.0,0,1,0,0,1,0,0,0,0,0,1,0
321,415,1,19,37,0,0,27,0,1,1,0,0,0,0,0,17474.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
2034,370,10,1,12,0,0,0,0,1,0,0,0,0,0,1,79200.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
61,294,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1815.0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,0
325,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1295.0,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0
61,366,0,19,102,1,1,11,0,1,0,0,0,0,0,1,1934.0,1,6.0,0,0,0,1,1,1,0,0,0,0,1,0
319,476,0,3,45,0,0,18,0,1,0,0,1,0,0,0,6337.0,0,7.0,0,1,0,0,1,1,0,0,0,0,1,0
2283,467,5,80,29,0,0,0,0,1,0,1,0,0,1,1,85062.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
170,533,3,21,0,0,0,0,0,1,0,0,0,0,0,0,7089.0,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0
1536,379,9,12,106,2,0,17,0,1,0,0,1,0,0,0,17479.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
368,494,0,0,0,0,4,0,0,1,0,0,0,0,0,0,7585.0,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0
1083,394,2,48,112,0,1,0,0,1,0,0,1,0,0,0,12482.0,1,6.0,0,1,0,1,1,1,0,0,0,0,1,0
1926,304,0,6,186,0,0,3,0,1,0,0,0,0,0,0,79974.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
874,458,3,0,30,1,0,0,0,1,0,1,1,0,0,0,12605.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
305,387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7577.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
1723,374,3,0,0,0,0,0,0,1,0,0,1,0,0,0,55702.0,0,6.0,0,1,0,0,0,0,0,0,0,0,1,0
4251,583,1,0,59,0,0,0,4,1,0,1,1,0,0,1,25130.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
63,621,3,3,203,0,0,0,0,1,0,0,0,1,1,0,12893.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
1447,446,7,5,6,0,0,0,0,1,0,0,0,0,1,1,53807.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
987,494,5,0,0,2,1,0,0,1,0,0,1,1,0,0,40777.0,1,6.0,0,0,0,0,0,0,0,0,0,1,0,0
568,334,1,3,33,0,0,29,0,1,1,1,0,0,0,0,21559.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
2599,449,0,5,3,0,0,0,0,1,0,0,0,0,0,1,94504.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
3352,414,10,32,39,0,0,12,0,1,0,0,1,0,0,1,300000.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1014,303,13,62,97,0,0,0,0,1,0,0,1,0,0,0,13334.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
4167,406,0,1,12,1,0,0,2,1,0,0,0,0,0,1,145447.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1168,290,0,3,0,0,0,0,0,1,1,0,1,0,0,1,38872.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
20,379,0,18,76,0,0,0,2,1,0,0,0,0,0,0,935.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
2828,295,3,7,12,1,0,0,0,1,0,0,1,1,0,1,132436.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
1231,494,3,0,205,0,0,24,0,1,0,0,0,0,1,0,42148.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
42,344,4,22,78,0,0,0,0,1,0,0,1,0,0,0,1970.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
521,429,2,7,4,1,0,0,0,1,1,0,0,0,0,0,11818.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
2260,291,2,26,304,0,0,0,0,1,1,0,1,0,0,0,82070.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
23,306,4,26,19,0,1,0,0,1,0,0,0,0,0,0,698.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0
771,324,0,0,11,1,1,0,0,1,0,0,0,1,0,0,52434.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
50,401,4,31,6,0,2,0,0,1,0,0,0,0,0,0,2057.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
4546,519,1,1,21,0,0,8,0,1,0,0,1,0,0,1,170903.0,1,6.0,0,0,0,1,1,1,0,0,0,0,1,0
811,315,0,2,67,2,1,0,3,1,0,0,1,0,0,1,11077.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
556,275,2,0,0,0,4,0,0,1,0,0,0,0,0,0,1197.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
0,536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16109.0,1,4.0,0,0,0,0,1,0,0,0,0,0,1,0
174,418,0,4,113,0,0,0,0,1,0,0,0,1,0,0,14062.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
179,426,1,13,26,2,2,0,0,1,0,1,0,0,0,0,1879.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
1436,494,14,29,575,0,2,0,0,1,0,1,0,0,1,1,46760.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1556,309,1,0,11,0,0,0,6,1,0,0,1,0,0,1,100666.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
1026,450,1,3,62,0,0,30,1,1,0,0,0,0,0,1,38099.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
219,417,15,11,0,0,0,0,0,1,1,0,0,0,0,0,6011.0,0,6.0,0,0,0,0,1,0,0,0,0,0,1,0
15,494,0,1,44,0,0,25,3,1,0,0,1,0,0,0,541.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
202,348,0,24,66,0,1,22,0,1,0,1,0,0,0,1,5187.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
63,298,3,68,31,0,0,0,0,1,0,1,0,0,0,0,9362.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
186,502,0,0,36,0,0,0,0,0,0,0,1,0,0,0,511.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
2169,354,0,41,144,1,1,19,0,1,1,1,0,0,0,0,9541.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
164,426,2,0,1,0,0,1,0,1,0,0,1,0,0,0,782.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
2783,403,0,0,1,1,0,0,0,1,0,0,1,0,0,0,23680.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
797,320,1,26,549,0,0,0,6,1,1,0,0,0,0,0,1535.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
281,333,1,23,425,2,1,0,0,1,0,0,1,0,1,1,15931.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
65,366,1,15,33,0,0,14,0,1,0,0,0,0,0,0,936.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1108,494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4978.0,0,7.0,0,1,0,0,0,0,0,0,0,0,1,0
889,622,2,0,0,0,6,0,0,1,0,0,1,0,0,0,6708.0,1,7.0,0,1,0,0,0,0,0,0,0,0,1,0
1824,284,9,0,14,0,0,0,0,1,0,0,1,0,0,1,73393.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
677,374,5,31,0,0,2,0,0,1,0,0,0,0,0,0,23480.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
88,359,0,13,20,0,0,0,0,1,0,0,1,0,0,0,1194.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
3871,320,5,4,62,2,1,0,0,1,0,1,1,0,0,0,85034.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
370,354,0,10,44,0,0,0,0,1,0,0,0,0,0,0,14541.0,0,2.0,0,1,0,0,1,1,0,0,0,1,0,0
6076,344,1,8,55,0,0,0,0,1,0,0,0,0,0,1,224802.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
53,338,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1258.0,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0
109,337,0,3,97,0,0,0,0,1,0,0,0,0,0,0,25.0,1,2.0,0,0,0,0,1,1,0,0,0,0,1,0
119,295,3,43,283,1,0,38,3,1,0,1,0,0,0,0,637.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
392,494,11,19,19,0,1,1,0,1,0,1,1,0,0,0,2034.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
952,417,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5219.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
753,494,9,0,2,0,0,0,0,1,0,0,0,0,0,1,28193.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
598,606,3,0,0,0,0,0,0,1,0,0,1,0,0,0,13816.0,0,7.0,0,1,0,0,1,0,0,0,0,0,1,0
2592,607,2,0,40,0,0,0,0,1,1,0,1,0,0,1,134966.0,0,7.0,0,1,0,1,1,1,0,0,0,0,1,0
361,535,6,0,4,0,0,15,0,1,1,0,0,0,0,0,5305.0,0,7.0,0,1,0,0,1,1,0,0,0,0,1,0
2194,271,0,5,9,3,2,0,0,1,0,0,0,0,0,1,79547.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
3085,494,1,10,14,0,0,23,0,1,0,0,1,0,1,1,130314.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
2117,407,0,3,0,0,0,0,0,1,0,0,1,0,0,0,6016.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
3114,387,1,0,4,0,0,7,0,1,0,0,1,0,0,1,114340.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
202,347,4,22,34,2,2,0,0,1,0,0,1,0,0,0,4911.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
56,320,1,11,0,0,0,0,0,1,0,0,0,0,0,1,1875.0,0,5.0,0,0,0,1,1,1,0,0,0,0,1,0
0,494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
57,381,0,10,38,0,0,0,0,1,0,0,0,0,0,0,2095.0,1,5.0,0,0,0,0,0,1,0,1,0,0,0,0
934,576,2,28,1,0,0,0,0,1,0,1,1,0,0,0,4217.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
3060,320,1,0,0,1,1,0,0,1,0,1,0,0,1,1,162400.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1367,414,0,0,1,0,0,0,0,1,0,0,1,0,0,0,48397.0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
265,465,3,10,0,0,0,0,0,1,0,1,1,0,0,0,5183.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
251,317,0,16,71,0,0,6,0,1,0,0,0,0,0,0,346.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
329,300,1,9,37,0,0,38,0,1,0,1,1,0,0,1,14389.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
192,334,6,0,4,0,0,0,0,1,0,0,0,0,0,1,9468.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
970,344,1,5,50,0,0,0,0,1,0,1,0,0,0,1,18163.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1121,344,1,0,21,2,1,5,0,1,0,0,1,0,0,0,12039.0,0,6.0,0,0,0,0,1,1,0,1,0,0,0,0
1957,387,0,16,4,1,0,0,0,1,0,0,1,0,0,0,13763.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
260,540,0,4,0,0,0,0,0,1,0,0,0,0,0,0,8523.0,1,6.0,0,1,0,0,0,0,0,0,0,0,1,0
139,403,5,0,28,0,0,0,0,1,0,0,0,0,0,0,1955.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
393,400,0,0,37,1,1,26,0,1,0,0,0,0,0,0,10632.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
672,412,4,6,19,1,1,33,0,1,1,0,0,0,1,0,29344.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
254,357,0,0,70,2,2,0,0,1,1,0,0,0,0,0,7761.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
774,522,3,0,20,0,0,3,0,1,0,0,0,0,1,0,34205.0,0,7.0,0,0,0,0,1,1,0,0,0,0,1,0
294,320,5,16,30,1,1,25,0,1,0,0,0,0,0,0,23428.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
1770,375,1,0,11,1,0,14,2,1,0,0,1,0,0,1,47212.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
23,271,6,4,105,0,0,0,0,1,0,1,0,0,0,0,846.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
304,348,0,0,2,0,1,0,0,0,0,0,1,1,0,0,12077.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
483,494,0,0,3,0,0,0,0,0,0,0,1,0,1,1,17936.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
1205,320,1,30,39,0,1,0,0,1,0,0,1,0,0,0,6093.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
658,467,0,0,8,0,1,0,0,1,1,0,0,0,0,0,22857.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
92,318,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
460,494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2543.0,1,6.0,0,0,0,0,1,0,0,0,0,0,1,0
16,305,1,3,84,1,0,0,0,1,0,0,0,0,0,0,727.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1233,376,0,42,68,1,1,0,0,1,1,0,0,0,0,0,45093.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
183,324,0,26,1,0,0,0,0,1,0,0,0,0,0,0,3725.0,0,4.0,0,0,0,1,1,1,0,0,0,0,1,0
66,491,0,2,16,2,1,0,0,1,0,0,0,0,0,0,2657.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
471,494,0,0,1,0,0,0,0,1,1,0,0,0,0,0,17024.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
751,461,6,20,155,0,1,0,0,1,0,1,1,0,1,0,53286.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
600,494,1,8,72,0,0,0,0,1,0,0,1,0,0,0,4832.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
262,321,2,0,45,1,4,5,0,1,0,0,0,0,0,0,5867.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1066,348,0,2,12,0,0,0,0,1,0,1,1,0,0,1,42407.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
1084,406,0,23,0,0,0,0,0,1,0,0,1,1,0,0,40384.0,0,6.0,0,1,0,0,0,0,0,0,0,0,1,0
117,380,0,3,58,1,0,0,5,1,0,1,0,0,0,0,1821.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
214,394,0,0,0,0,2,0,0,0,0,0,1,0,0,0,594.0,1,6.0,0,0,0,0,1,0,0,0,0,0,1,0
796,317,1,0,0,0,0,0,0,1,0,0,0,1,0,0,40716.0,1,7.0,0,1,0,0,0,0,0,0,0,0,1,0
383,368,0,8,82,2,1,0,0,1,0,1,0,0,0,0,8935.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
197,294,1,15,88,0,0,0,0,1,0,1,0,0,0,0,4673.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
65,306,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3006.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
1571,413,0,0,0,0,0,0,0,1,0,0,0,0,1,0,49675.0,0,7.0,0,0,1,0,0,1,0,0,0,0,1,0
1314,438,1,4,112,0,0,0,0,1,1,0,0,0,1,0,32807.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
731,355,5,47,66,0,0,0,0,1,1,1,0,0,0,0,32744.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
172,412,3,10,8,0,0,1,0,1,1,0,0,0,0,0,6436.0,0,7.0,0,0,0,0,1,1,0,0,0,0,1,0
22,348,5,3,0,1,20,0,0,1,0,0,0,0,0,0,85.0,0,3.0,0,0,0,0,0,1,0,1,0,0,0,0
832,482,3,4,15,0,0,0,0,1,0,0,0,0,0,0,32814.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
86,334,3,33,16,2,0,40,0,1,0,0,0,0,0,0,1396.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
525,463,1,4,91,0,0,0,0,1,0,0,0,0,0,1,33480.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1540,390,2,9,20,0,0,0,0,1,0,1,0,0,1,1,42158.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
211,439,1,14,29,2,0,0,0,1,0,0,0,1,0,0,15584.0,0,5.0,0,0,0,1,1,1,0,0,0,0,1,0
1661,344,15,110,0,0,0,0,0,1,1,0,0,0,0,1,7094.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
862,374,2,7,67,0,1,0,0,1,0,0,1,0,0,0,11578.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
80,302,0,24,55,0,1,0,0,1,0,1,0,0,0,0,1440.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
551,344,2,0,0,0,8,0,0,1,1,0,1,0,0,0,17427.0,1,7.0,0,1,0,0,1,0,0,0,0,0,1,0
6400,354,4,0,0,0,0,0,0,1,0,0,0,0,1,0,272556.0,0,6.0,0,0,0,0,1,0,0,0,0,0,1,0
35,278,2,4,0,1,12,0,0,1,0,0,0,0,0,0,739.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
129,336,0,0,213,0,0,0,0,0,0,0,1,0,0,0,2789.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
745,374,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3398.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
1753,418,0,1,0,0,0,0,0,1,0,0,0,0,0,1,120982.0,0,7.0,0,0,0,0,1,0,0,0,0,0,1,0
341,285,0,7,21,0,0,0,0,1,0,0,1,0,0,0,2379.0,1,7.0,0,1,0,1,1,1,0,0,0,1,0,0
418,339,1,4,0,0,11,0,0,1,1,0,0,0,0,0,15312.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
326,494,0,18,80,0,0,0,0,1,0,0,0,0,0,1,8336.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
565,403,0,2,110,0,0,0,2,1,0,1,1,0,1,1,24943.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
729,349,1,9,441,2,2,7,1,1,0,1,1,0,0,1,6462.0,0,3.0,0,0,0,0,1,1,0,1,0,0,0,0
1520,344,0,26,4,0,0,0,0,1,0,0,1,0,0,0,15239.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
302,312,0,36,15,0,0,25,2,1,0,1,0,0,0,0,6980.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
1850,320,5,0,0,0,0,0,0,1,1,0,1,0,0,0,65324.0,0,7.0,0,1,0,0,1,1,0,0,0,0,1,0
2365,406,0,4,33,0,0,23,0,1,0,0,0,1,0,1,73423.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
323,422,3,55,0,0,0,0,0,1,0,0,0,0,1,0,1133.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0
6280,386,0,4,75,0,0,28,19,1,0,1,1,0,1,0,142344.0,0,5.0,0,0,0,1,1,1,1,0,0,0,0,0
1883,295,5,0,16,0,0,0,0,1,0,0,1,0,0,1,14996.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
811,283,2,56,73,0,0,8,0,1,0,1,1,0,0,0,4102.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
43,544,0,0,0,0,1,0,0,0,0,0,1,0,0,0,62.0,1,6.0,0,0,0,1,1,0,0,0,0,0,1,0
32,328,3,10,26,0,0,0,0,1,0,0,0,0,0,1,457.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
6400,494,0,1,2,0,0,0,0,1,0,0,0,0,0,0,288793.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
358,387,4,1,112,1,1,0,4,1,0,1,1,0,0,0,4550.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
538,358,2,0,1,0,0,0,0,1,0,0,0,0,0,0,26300.0,0,2.0,0,1,0,0,1,1,0,0,0,0,1,0
199,324,1,0,96,0,0,0,0,1,0,1,0,0,1,1,34530.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
1839,354,0,1,280,1,1,65,5,1,0,1,1,0,0,0,19443.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
386,321,9,16,70,0,0,0,0,1,1,0,1,0,0,0,6339.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
4,494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,5.0,0,1,0,0,1,0,0,0,0,0,1,0
0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
71,494,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1690.0,1,7.0,0,0,0,0,1,0,0,0,0,1,0,0
1144,528,8,18,64,1,1,41,0,1,0,0,1,0,1,1,59560.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
618,400,6,4,16,0,0,0,0,1,0,0,1,0,0,0,6054.0,0,7.0,0,1,0,0,1,1,0,0,0,0,1,0
1661,320,1,0,11,0,0,35,0,1,0,1,0,0,0,0,22024.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
760,376,2,0,0,0,7,0,0,1,0,0,1,0,0,0,20955.0,0,7.0,0,0,0,0,0,0,0,0,0,0,1,0
499,374,2,35,1,0,0,0,0,1,0,0,0,0,0,1,27181.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
2375,391,2,3,54,3,1,19,0,1,0,1,0,0,0,0,12534.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
274,286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
1036,285,0,5,3,0,0,0,0,1,0,0,0,0,0,1,41717.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
411,285,6,0,83,2,2,0,0,1,0,0,1,0,0,1,19337.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
604,382,1,3,28,0,0,0,0,1,0,0,0,0,0,1,19824.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
198,534,10,0,59,0,0,7,0,1,1,0,1,0,0,0,6689.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
3745,518,0,17,25,0,0,4,0,1,1,0,1,0,0,0,25102.0,1,6.0,0,0,0,0,1,1,0,0,0,1,0,0
1093,369,4,5,96,1,1,11,0,1,0,0,0,0,0,1,4091.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
434,305,0,1,119,0,0,0,0,1,0,1,0,0,0,1,15207.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
231,295,0,35,92,0,0,0,0,1,0,1,0,0,0,0,3250.0,1,1.0,0,0,0,0,1,1,0,0,0,1,0,0
690,320,0,0,15,0,0,0,0,0,0,0,1,0,0,1,22953.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
1608,582,2,0,186,0,0,0,0,1,0,0,1,0,0,1,47940.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
756,451,0,24,40,0,0,26,0,1,0,1,1,0,1,1,18831.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
126,293,0,0,45,0,0,75,0,1,0,0,0,0,0,0,2740.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
238,412,3,0,0,0,1,0,0,1,0,0,1,0,0,0,7486.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
715,309,2,41,280,1,2,0,0,1,1,0,1,0,0,0,3280.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
458,294,6,4,0,0,2,0,0,1,1,0,0,0,0,1,2610.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0
316,515,1,0,20,1,1,18,0,1,1,0,0,0,0,0,9440.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
708,309,0,12,40,0,0,34,0,1,0,0,1,0,0,1,28505.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
2362,567,27,0,0,4,47,0,0,1,0,1,1,0,1,0,56548.0,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
1927,331,0,7,0,0,0,0,0,1,0,1,1,0,0,0,77837.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
76,619,0,5,6,0,0,0,0,1,0,0,0,0,0,0,1743.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
